Trip_Distance_km,Passenger_Count,Base_Fare,Per_Km_Rate,Per_Minute_Rate,Trip_Duration_Minutes,Trip_Price,Day_of_Week_Weekend,Time_of_Day_Evening,Time_of_Day_Morning,Time_of_Day_Night
9.64,4,3.53,1.28,,87.39,39.4645,0,1,0,0
25.42,4,2.73,1.03,0.41,49.45,49.1871,0,1,0,0
126.54762829842768,1,4.23,0.85,0.28,29.3,224.9146628555729,1,0,0,0
45.83,3,2.5,0.57,0.48,,65.9479,1,0,1,0
18.76,2,2.57,0.9,0.29,117.24,53.4536,0,0,0,0
,3,2.86,1.3,0.41,58.01,68.2181,0,0,1,0
1.64,2,2.74,1.92,0.43,82.51,41.3681,0,0,0,0
33.51,4,3.94,1.09,0.32,67.27,61.9923,1,0,0,0
9.72,2,3.95,1.54,0.17,101.99,36.2571,1,0,0,0
48.09,1,4.47,1.23,0.29,92.6,90.4747,1,0,0,0
8.28,4,3.25,1.27,0.49,11.7,19.4986,0,0,0,1
,4,2.22,0.9,0.4,119.82,69.336,0,0,1,0
,4,2.82,1.18,0.42,91.53,47.375,1,0,1,0
49.85,3,4.94,1.21,0.11,104.35,76.737,0,0,1,0
25.61,3,3.79,1.56,0.29,79.89,66.9097,0,1,0,0
30.17,4,4.13,1.91,0.36,103.47,99.0039,0,0,0,0
4.29,3,2.02,0.99,0.43,17.92,13.9727,0,0,1,0
37.75,2,3.55,0.56,0.12,44.99,30.0888,0,1,0,0
11.29,3,2.11,,0.44,105.79,62.6572,0,1,0,0
45.0,3,3.71,1.32,0.32,28.19,72.13080000000001,1,1,0,0
11.05,4,4.76,0.75,0.18,14.0,15.5675,0,0,0,1
10.34,1,4.91,1.64,,95.63,43.8625,0,0,1,0
2.79,1,3.62,1.98,0.21,101.08,30.371,0,1,0,0
24.13,1,3.37,1.92,0.31,23.71,57.0497,0,0,0,0
28.68,2,4.84,,0.12,103.25,40.174,0,1,0,0
4.22,3,4.02,1.81,0.16,83.98,25.095,0,1,0,0
39.0,1,2.19,1.56,0.43,64.81,90.8983,1,1,0,0
23.21,4,3.4,1.18,0.15,100.48,45.85979999999999,0,0,0,0
26.7,1,2.72,1.31,0.19,53.21,47.8069,1,0,1,0
22.6,1,3.41,1.77,0.28,27.31,51.058800000000005,0,0,0,0
20.64,3,3.37,1.22,0.31,37.76,40.2564,0,0,0,1
28.42,3,3.75,1.06,0.41,63.09,59.74210000000001,0,0,0,1
8.61,3,3.07,1.24,0.28,66.1,32.2544,0,0,1,0
9.91,2,2.49,,0.42,97.64,57.075500000000005,1,0,1,0
43.23,2,3.51,0.78,0.35,96.01,70.8329,0,0,1,0
47.36,1,,1.85,0.15,71.86,102.885,0,1,0,0
19.29,3,3.99,1.51,0.16,94.79,48.2843,1,1,0,0
,4,4.81,0.65,0.26,10.76,28.7716,0,0,0,0
21.03,4,4.74,1.41,0.4,105.47,76.5803,0,1,0,0
2.24,3,2.63,0.68,0.33,13.69,8.6709,1,1,0,0
8.65,3,2.12,0.62,0.26,33.37,16.1592,0,0,0,0
36.08,4,,1.29,0.17,84.96,65.2064,0,0,0,0
33.29,3,4.48,1.1,0.19,52.09,50.996100000000006,0,0,0,0
2.33,2,,1.38,0.33,105.78,43.0228,0,0,1,0
11.88,2,4.67,0.63,0.27,39.27,22.7573,0,0,0,0
12.32,3,3.8,1.15,0.31,6.37,19.9427,0,0,0,0
33.92,4,3.59,0.76,0.17,39.58,36.09780000000001,1,1,0,0
1.97,1,2.08,1.98,0.37,71.48,32.428200000000004,0,0,0,0
6.1,3,2.74,1.34,,48.23,32.1352,0,1,0,0
40.2,3,3.38,1.53,0.2,66.51,78.18800000000002,0,0,1,0
9.75,1,3.89,0.99,0.3,105.81,45.2855,1,0,0,0
32.98,3,3.67,0.64,0.49,109.94,78.64779999999999,0,0,1,0
12.67,1,,1.96,0.23,35.59,37.2489,0,0,1,0
5.87,4,2.84,0.93,0.34,58.15,28.0701,1,1,0,0
36.39,4,2.26,1.47,0.34,114.15,94.5643,0,0,1,0
42.93,2,3.24,0.54,0.14,119.84,43.19980000000001,0,0,0,0
20.46,,4.08,1.3,0.39,88.6,65.232,0,0,1,0
33.74,4,4.97,0.92,0.42,48.47,56.3682,0,0,0,0
11.04,2,2.83,0.59,0.38,5.93,11.596999999999998,1,1,0,0
15.36,1,3.49,0.74,0.34,6.06,16.9168,0,0,0,0
44.92,2,2.99,1.84,0.28,57.97,101.8744,0,0,1,0
1.64,3,3.32,1.53,0.44,61.16,32.7396,0,0,0,0
5.19,4,4.57,0.87,0.48,7.6,12.7333,0,1,0,0
11.19,3,4.05,0.6,0.3,84.0,35.964,0,0,0,0
2.3,1,,1.54,0.47,38.81,26.4327,1,0,1,0
9.89,2,2.61,1.36,0.33,69.39,38.95910000000001,0,1,0,0
29.57,3,4.62,1.11,0.32,39.61,50.117900000000006,0,0,0,0
21.65,3,2.18,1.05,,24.22,31.6941,0,1,0,0
44.74,,4.67,0.83,0.18,51.82,51.1318,0,0,1,0
41.05,2,2.99,1.5,0.1,31.71,67.736,0,0,0,1
17.75,4,,1.96,0.2,66.5,51.03,0,0,0,0
13.71,3,3.54,0.76,0.3,27.87,22.3206,0,0,0,0
19.6,3,4.82,1.4,,63.47,48.127500000000005,0,0,1,0
14.14,4,3.06,,0.49,82.16,59.8622,0,1,0,0
31.58,1,4.57,0.88,0.24,91.7,54.3684,1,0,0,1
21.06,3,3.19,1.74,0.28,17.7,44.7904,1,0,0,0
28.05,1,2.6,1.23,0.15,58.8,45.9215,0,0,0,0
22.37,3,3.27,1.32,0.12,13.15,34.376400000000004,0,1,0,0
15.43,3,3.16,0.96,0.41,73.79,48.2267,1,1,0,0
47.47,1,4.75,,0.33,35.41,52.9872,1,0,0,0
38.42,1,4.29,0.63,0.4,65.68,54.76660000000001,0,0,0,0
7.87,2,3.52,1.57,0.16,64.51,26.1975,0,0,0,0
24.88,2,3.4,1.54,0.2,68.14,55.3432,1,0,1,0
44.83,3,2.17,1.09,0.19,72.04,64.7223,1,0,0,0
40.19,1,2.79,1.12,0.1,51.19,52.9218,0,0,0,0
21.84,4,3.31,1.2,0.15,114.14,46.639,0,1,0,0
2.1,3,,1.05,0.22,94.38,25.4386,1,0,1,0
14.17,4,4.84,0.65,0.15,37.82,19.7235,1,0,0,0
27.54,1,4.3,0.96,0.49,102.08,80.7576,1,0,0,0
32.04,3,,1.5,0.22,54.73,62.9006,1,0,0,0
13.64,4,3.77,1.5,0.15,100.3,39.275,0,0,1,0
7.83,4,4.16,0.93,0.18,99.63,29.3753,0,0,0,0
41.91,2,4.82,1.19,0.34,26.72,63.7777,0,0,0,0
49.24,2,4.64,0.79,0.13,85.63,54.67150000000001,0,0,0,0
26.76,2,3.55,0.82,0.44,38.42,42.398,0,0,0,0
9.41,3,4.32,0.53,0.48,39.21,28.1281,1,0,0,0
14.34,1,3.69,1.85,,,38.035,0,1,0,0
1.9,1,3.66,0.82,0.28,88.44,29.9812,1,0,1,0
6.77,2,2.38,0.92,0.36,5.1,10.4444,1,0,0,0
,2,3.59,0.69,0.27,87.25,47.33,0,0,1,0
14.43,4,2.81,1.46,0.21,24.69,29.0627,0,0,1,0
28.15,2,2.06,0.61,0.18,17.02,22.2951,0,0,0,0
32.92,4,4.17,0.7,0.36,32.31,38.8456,0,1,0,0
,1,2.1,1.47,0.27,48.69,76.48649999999999,1,1,0,0
11.11,3,3.79,1.01,0.17,59.73,25.1652,1,1,0,0
1.54,3,3.62,1.56,0.38,10.13,9.8718,0,0,0,0
7.71,3,4.91,,0.33,116.62,53.726,0,0,0,0
45.1,3,,0.88,0.44,87.35,81.572,0,0,1,0
43.82,4,2.19,1.48,0.15,42.17,73.3691,0,0,0,0
30.27,4,3.66,0.67,0.41,41.65,41.0174,1,0,0,0
30.43,2,4.52,1.3,0.37,56.58,65.0136,1,0,1,0
33.59,4,4.99,1.16,0.15,77.02,55.5074,0,0,1,0
9.59,2,3.29,0.9,0.38,21.83,20.2164,1,0,0,0
45.81,2,,1.41,0.28,26.73,75.03649999999999,0,1,0,0
21.52,3,4.72,1.81,0.48,103.83,93.5096,1,0,0,1
19.77,4,2.57,2.0,0.16,34.47,47.6252,0,0,0,1
26.43,4,3.85,1.41,0.36,48.72,58.65549999999999,1,0,0,0
3.3,2,3.22,1.11,0.25,105.2,33.183,1,0,0,0
9.15,2,2.12,0.84,0.48,81.26,48.8108,0,0,0,0
37.16,1,3.04,0.89,0.23,44.3,46.3014,1,1,0,0
5.06,1,2.8,1.22,0.48,83.63,49.11559999999999,0,0,1,0
,2,4.06,1.05,0.46,7.26,39.4771,0,0,0,0
13.02,1,4.85,1.87,,89.6,48.0134,0,1,0,0
20.08,1,2.8,1.05,0.42,,49.5082,1,0,0,0
15.15,2,4.43,1.06,0.5,98.52,69.749,1,0,0,0
18.43,2,2.17,1.08,0.2,114.78,45.03040000000001,1,0,0,0
36.23,4,3.61,,0.27,,97.1094,1,0,1,0
15.56,2,2.21,1.48,,109.57,59.2055,0,0,0,0
28.75,2,4.8,1.42,0.22,63.9,59.68299999999999,1,0,0,0
24.33,3,4.3,1.0,0.11,46.42,33.7362,0,0,1,0
,4,3.97,1.73,0.19,58.48,73.0708,0,0,1,0
46.9,4,4.47,0.56,0.21,84.34,48.44540000000001,0,1,0,0
36.9,4,3.94,1.81,0.28,106.66,100.5938,1,0,1,0
11.53,3,4.91,1.27,0.17,,24.4491,1,0,0,0
2.53,2,4.14,1.1,0.45,110.59,56.688500000000005,0,0,1,0
13.85,4,4.77,1.25,0.38,98.75,59.6075,0,0,0,1
3.52,,2.35,,0.36,106.23,42.4232,0,0,0,0
25.32,4,3.58,1.81,0.36,37.19,62.7976,1,1,0,0
30.25,2,2.38,1.17,0.48,17.18,46.0189,1,1,0,0
17.38,2,3.78,1.01,0.1,17.91,23.1248,0,0,1,0
38.77,1,3.45,0.71,0.2,38.49,38.6747,0,1,0,0
6.22,4,3.87,1.16,0.47,75.63,46.6313,1,0,0,0
4.68,4,2.03,1.24,0.47,97.5,53.6582,1,0,0,0
36.68,4,2.58,1.11,0.39,108.41,85.5747,0,0,1,0
25.28,3,3.47,1.52,,76.73,73.3549,1,0,1,0
34.73,4,4.85,1.13,0.14,5.65,44.88589999999999,0,1,0,0
22.31,2,3.15,1.94,0.31,26.43,54.6247,0,0,0,0
13.07,2,3.27,1.4,0.19,16.47,24.6973,1,0,0,0
41.14,3,4.14,1.71,0.17,46.78,82.44200000000001,1,1,0,0
40.17,3,3.81,0.66,0.42,62.66,56.6394,0,1,0,0
14.34,1,3.23,1.01,0.29,45.07,30.7837,0,0,0,0
,3,2.65,1.35,,25.61,55.3348,0,0,1,0
18.69,3,4.9,1.79,0.17,79.41,51.8548,0,1,0,0
5.49,4,2.39,0.62,0.49,58.39,34.4049,1,0,0,0
45.95,4,3.12,0.61,,61.96,62.12950000000001,0,0,0,1
7.7,3,2.08,1.78,,54.18,33.1236,0,0,1,0
47.56,1,2.67,0.82,0.17,114.94,61.209,0,0,1,0
22.85,3,4.34,,0.23,29.69,45.44370000000001,1,0,1,0
